exp,subject,session,item,standard,response,key,accuracy,con,con6
3,426,2,16.1.21,A-REI.C,4,4,1,4,4
3,426,3,16.6.01,A-SSE.A,3,3,1,5,5
3,426,3,16.6.23,F-IF.B,3,4,0,4,4
3,426,3,16.6.02,A-SSE.A,4,4,1,4,4
3,426,3,16.6.03,F-IF.B,3,1,0,3,3
3,426,3,16.6.05,A-REI.C,1,1,1,5,5
3,426,3,16.6.06,F-LE.A,1,1,1,5,5
3,426,3,16.6.07,A-CED.A,2,2,1,3,3
3,426,3,16.6.22,F-IF.A,2,2,1,4,4
3,426,3,16.6.09,A-REI.B,4,4,1,5,5
3,426,3,16.6.18,F-IF.C,2,4,0,1,1
3,426,3,16.6.10,A-APR.A,2,2,1,5,5
3,426,3,16.6.11,F-IF.A,2,2,1,5,5
3,426,3,16.6.12,A-APR.B,1,1,1,5,5
3,426,3,16.6.13,F-IF.A,3,3,1,5,5
3,426,3,16.6.14,A-SSE.B,4,3,0,4,4
3,426,3,16.6.16,F-IF.C,2,3,0,4,4
3,426,3,16.6.24,A-CED.A,1,2,0,4,4
3,426,3,16.6.17,F-BF.A,2,2,1,3,3
3,426,3,16.6.21,F-LE.A,4,3,0,5,5
3,036,1,16.1.01,A-SSE.B,2,2,1,5,5
3,036,1,16.1.03,F-IF.A,3,3,1,5,5
3,036,1,16.1.05,A-REI.D,2,2,1,5,5
3,036,1,15.8.11,F-IF.A,4,2,0,4,4
3,036,1,16.1.06,A-CED.A,4,3,0,4,4
3,036,1,16.1.22,F-IF.C,3,3,1,5,5
3,036,1,16.1.07,A-REI.B,4,4,1,4,4
3,036,1,16.1.23,F-LE.A,3,1,0,1,1
3,036,1,16.1.08,A-SSE.A,4,4,1,1,1
3,036,1,16.1.20,F-BF.B,1,1,1,5,5
3,036,1,16.1.09,A-SSE.B,1,1,1,5,5
3,036,1,16.1.19,F-IF.A,4,2,0,5,5
3,036,1,16.1.11,A-CED.A,2,2,1,4,4
3,036,1,16.1.13,F-IF.B,4,4,1,4,4
3,036,1,16.1.14,A-REI.B,2,2,1,5,5
3,036,1,16.1.15,F-IF.B,1,1,1,4,4
3,036,1,16.1.16,F-LE.A,4,4,1,5,5
3,036,1,16.1.17,A-REI.D,1,1,1,5,5
3,036,1,16.1.18,F-IF.A,3,3,1,0,0
3,036,1,16.1.21,A-REI.C,4,4,1,0,0
3,036,2,16.6.01,A-SSE.A,3,3,1,5,5
3,036,2,16.6.23,F-IF.B,2,4,0,3,3
3,036,2,16.6.02,A-SSE.A,4,4,1,5,5
3,036,2,16.6.03,F-IF.B,1,1,1,5,5
3,036,2,16.6.05,A-REI.C,1,1,1,5,5
3,036,2,16.6.06,F-LE.A,1,1,1,5,5
3,036,2,16.6.07,A-CED.A,2,2,1,5,5
3,036,2,16.6.22,F-IF.A,1,2,0,5,5
3,036,2,16.6.09,A-REI.B,4,4,1,5,5
3,036,2,16.6.18,F-IF.C,4,4,1,5,5
3,036,2,16.6.10,A-APR.A,2,2,1,5,5
3,036,2,16.6.11,F-IF.A,2,2,1,5,5
3,036,2,16.6.12,A-APR.B,1,1,1,5,5
3,036,2,16.6.13,F-IF.A,2,3,0,0,0
3,036,2,16.6.14,A-SSE.B,4,3,0,0,0
3,036,2,16.6.16,F-IF.C,3,3,1,5,5
3,036,2,16.6.24,A-CED.A,3,2,0,0,0
3,036,2,16.6.17,F-BF.A,4,2,0,0,0
3,036,2,16.6.21,F-LE.A,2,3,0,0,0
3,036,3,17.6.01,F-IF.B,1,3,0,5,5
3,036,3,17.6.02,A-SSE.A,2,2,1,5,5
3,036,3,17.6.05,F-IF.A,1,1,1,5,5
3,036,3,17.6.03,A-REI.D,4,4,1,5,5
3,036,3,15.8.15,F-IF.B,1,1,1,5,5
3,036,3,17.6.06,A-SSE.A,3,3,1,5,5
3,036,3,17.6.24,F-IF.B,1,1,1,5,5
3,036,3,17.6.08,A-REI.C,1,1,1,5,5
3,036,3,17.6.18,F-IF.A,2,2,1,5,5
3,036,3,17.6.07,A-CED.A,1,1,1,5,5
3,036,3,17.6.09,F-IF.A,3,3,1,5,5
3,036,3,17.6.10,A-APR.B,3,3,1,5,5
3,036,3,17.6.17,F-IF.C,3,3,1,5,5
3,036,3,17.6.11,A-CED.A,1,1,1,5,5
3,036,3,17.6.12,F-LE.A,2,2,1,5,5
3,036,3,17.6.13,A-REI.B,4,4,1,5,5
3,036,3,17.6.16,F-IF.C,4,4,1,5,5
3,036,3,17.6.23,A-CED.A,3,3,1,5,5
3,036,3,17.6.21,F-LE.A,3,3,1,5,5
3,036,3,17.6.22,A-REI.B,2,2,1,5,5
3,155,2,16.6.01,A-SSE.A,3,3,1,5,5
3,155,2,16.6.23,F-IF.B,4,4,1,5,5
3,155,2,16.6.02,A-SSE.A,3,4,0,5,5
3,155,2,16.6.03,F-IF.B,2,1,0,4,4
3,155,2,16.6.05,A-REI.C,1,1,1,5,5
3,155,2,16.6.06,F-LE.A,1,1,1,5,5
3,155,2,16.6.07,A-CED.A,2,2,1,5,5
3,155,2,16.6.22,F-IF.A,2,2,1,5,5
3,155,2,16.6.09,A-REI.B,4,4,1,5,5
3,155,2,16.6.18,F-IF.C,3,4,0,2,2
3,155,2,16.6.10,A-APR.A,2,2,1,4,4
3,155,2,16.6.12,A-APR.B,1,1,1,5,5
3,155,2,16.6.13,F-IF.A,1,3,0,5,5
3,155,2,16.6.14,A-SSE.B,1,3,0,3,3
3,155,2,16.6.24,A-CED.A,1,2,0,4,4
3,155,2,16.6.17,F-BF.A,1,2,0,5,5
3,155,2,16.6.21,F-LE.A,3,3,1,5,5
3,155,3,17.6.01,F-IF.B,3,3,1,5,5
3,155,3,17.6.02,A-SSE.A,2,2,1,3,3
3,155,3,17.6.05,F-IF.A,1,1,1,5,5
3,155,3,17.6.03,A-REI.D,4,4,1,5,5
3,155,3,15.8.15,F-IF.B,3,1,0,4,4
3,155,3,17.6.06,A-SSE.A,3,3,1,5,5
3,155,3,17.6.24,F-IF.B,2,1,0,4,4
3,155,3,17.6.08,A-REI.C,2,1,0,3,3
3,155,3,17.6.18,F-IF.A,3,2,0,5,5
3,155,3,17.6.07,A-CED.A,1,1,1,4,4
3,155,3,17.6.09,F-IF.A,1,3,0,5,5
3,155,3,17.6.10,A-APR.B,3,3,1,5,5
3,155,3,17.6.17,F-IF.C,4,3,0,4,4
3,155,3,17.6.11,A-CED.A,2,1,0,5,5
3,155,3,17.6.12,F-LE.A,1,2,0,3,3
3,155,3,17.6.13,A-REI.B,4,4,1,5,5
3,155,3,17.6.16,F-IF.C,1,4,0,3,3
3,155,3,17.6.23,A-CED.A,3,3,1,3,3
3,155,3,17.6.21,F-LE.A,1,3,0,5,5
3,155,3,17.6.22,A-REI.B,2,2,1,5,5
3,163,1,17.6.01,F-IF.B,3,3,1,5,5
3,163,1,17.6.02,A-SSE.A,2,2,1,5,5
3,163,1,17.6.05,F-IF.A,1,1,1,5,5
3,163,1,17.6.03,A-REI.D,4,4,1,5,5
3,163,1,15.8.15,F-IF.B,1,1,1,5,5
3,163,1,17.6.06,A-SSE.A,3,3,1,5,5
3,163,1,17.6.24,F-IF.B,1,1,1,5,5
3,163,1,17.6.08,A-REI.C,1,1,1,5,5
3,163,1,17.6.18,F-IF.A,2,2,1,1,1
3,163,1,17.6.07,A-CED.A,1,1,1,5,5
3,163,1,17.6.09,F-IF.A,3,3,1,5,5
3,163,1,17.6.10,A-APR.B,3,3,1,5,5
3,163,1,17.6.17,F-IF.C,3,3,1,5,5
3,163,1,17.6.11,A-CED.A,1,1,1,5,5
3,163,1,17.6.12,F-LE.A,2,2,1,5,5
3,163,1,17.6.13,A-REI.B,4,4,1,5,5
3,163,1,17.6.16,F-IF.C,4,4,1,5,5
3,163,1,17.6.23,A-CED.A,4,3,0,4,4
3,163,1,17.6.21,F-LE.A,3,3,1,5,5
3,163,1,17.6.22,A-REI.B,2,2,1,5,5
3,163,2,16.6.01,A-SSE.A,3,3,1,5,5
3,163,2,16.6.23,F-IF.B,4,4,1,5,5
3,163,2,16.6.02,A-SSE.A,4,4,1,5,5
3,163,2,16.6.03,F-IF.B,1,1,1,5,5
3,163,2,16.6.05,A-REI.C,1,1,1,5,5
3,163,2,16.6.06,F-LE.A,1,1,1,5,5
3,163,2,16.6.07,A-CED.A,2,2,1,5,5
3,163,2,16.6.22,F-IF.A,2,2,1,5,5
3,163,2,16.6.09,A-REI.B,4,4,1,5,5
3,163,2,16.6.18,F-IF.C,4,4,1,5,5
3,163,2,16.6.10,A-APR.A,2,2,1,5,5
3,163,2,16.6.11,F-IF.A,2,2,1,5,5
3,163,2,16.6.12,A-APR.B,1,1,1,5,5
3,163,2,16.6.13,F-IF.A,2,3,0,4,4
3,163,2,16.6.14,A-SSE.B,3,3,1,5,5
3,163,2,16.6.16,F-IF.C,3,3,1,5,5
3,163,2,16.6.24,A-CED.A,1,2,0,3,3
3,163,2,16.6.17,F-BF.A,2,2,1,2,2
3,163,3,16.1.01,A-SSE.B,2,2,1,5,5
3,163,3,16.1.03,F-IF.A,3,3,1,5,5
3,163,3,16.1.05,A-REI.D,2,2,1,5,5
3,163,3,15.8.11,F-IF.A,2,2,1,5,5
3,163,3,16.1.06,A-CED.A,3,3,1,5,5
3,163,3,16.1.22,F-IF.C,3,3,1,5,5
3,163,3,16.1.07,A-REI.B,4,4,1,5,5
3,163,3,16.1.23,F-LE.A,1,1,1,5,5
3,163,3,16.1.08,A-SSE.A,4,4,1,5,5
3,163,3,16.1.20,F-BF.B,1,1,1,5,5
3,163,3,16.1.09,A-SSE.B,1,1,1,5,5
3,163,3,16.1.19,F-IF.A,2,2,1,5,5
3,163,3,16.1.11,A-CED.A,2,2,1,5,5
3,163,3,16.1.13,F-IF.B,4,4,1,5,5
3,163,3,16.1.14,A-REI.B,2,2,1,5,5
3,163,3,16.1.15,F-IF.B,1,1,1,5,5
3,163,3,16.1.16,F-LE.A,4,4,1,5,5
3,163,3,16.1.17,A-REI.D,1,1,1,5,5
3,163,3,16.1.18,F-IF.A,3,3,1,5,5
3,163,3,16.1.21,A-REI.C,4,4,1,5,5
3,393,1,16.1.01,A-SSE.B,2,2,1,5,5
3,393,1,16.1.03,F-IF.A,3,3,1,3,3
3,393,1,16.1.05,A-REI.D,2,2,1,5,5
3,393,1,15.8.11,F-IF.A,2,2,1,5,5
3,393,1,16.1.06,A-CED.A,3,3,1,5,5
3,393,1,16.1.22,F-IF.C,3,3,1,5,5
3,393,1,16.1.07,A-REI.B,4,4,1,5,5
3,393,1,16.1.23,F-LE.A,2,1,0,2,2
3,393,1,16.1.08,A-SSE.A,4,4,1,4,4
3,393,1,16.1.20,F-BF.B,1,1,1,5,5
3,393,1,16.1.09,A-SSE.B,1,1,1,5,5
3,393,1,16.1.19,F-IF.A,2,2,1,4,4
3,393,1,16.1.11,A-CED.A,2,2,1,5,5
3,393,1,16.1.13,F-IF.B,4,4,1,5,5
3,393,1,16.1.14,A-REI.B,2,2,1,5,5
3,393,1,16.1.15,F-IF.B,1,1,1,5,5
3,393,1,16.1.16,F-LE.A,4,4,1,5,5
3,393,1,16.1.17,A-REI.D,1,1,1,5,5
3,393,1,16.1.18,F-IF.A,3,3,1,3,3
3,393,1,16.1.21,A-REI.C,4,4,1,5,5
3,393,2,17.6.01,F-IF.B,3,3,1,3,3
3,393,2,17.6.02,A-SSE.A,2,2,1,3,3
3,393,2,17.6.05,F-IF.A,3,1,0,4,4
3,393,2,17.6.03,A-REI.D,4,4,1,5,5
3,393,2,15.8.15,F-IF.B,1,1,1,3,3
3,393,2,17.6.06,A-SSE.A,3,3,1,5,5
3,393,2,17.6.24,F-IF.B,1,1,1,5,5
3,393,2,17.6.08,A-REI.C,1,1,1,5,5
3,393,2,17.6.18,F-IF.A,2,2,1,3,3
3,393,2,17.6.07,A-CED.A,1,1,1,5,5
3,393,2,17.6.09,F-IF.A,3,3,1,5,5
3,393,2,17.6.10,A-APR.B,3,3,1,5,5
3,393,2,17.6.17,F-IF.C,3,3,1,5,5
3,393,2,17.6.11,A-CED.A,1,1,1,5,5
3,393,2,17.6.12,F-LE.A,2,2,1,5,5
3,393,2,17.6.13,A-REI.B,4,4,1,5,5
3,393,2,17.6.16,F-IF.C,4,4,1,5,5
3,393,2,17.6.23,A-CED.A,3,3,1,4,4
3,393,2,17.6.21,F-LE.A,3,3,1,4,4
3,393,2,17.6.22,A-REI.B,2,2,1,5,5
3,393,3,16.6.01,A-SSE.A,3,3,1,5,5
3,393,3,16.6.23,F-IF.B,2,4,0,4,4
3,393,3,16.6.02,A-SSE.A,4,4,1,4,4
3,393,3,16.6.03,F-IF.B,1,1,1,5,5
3,393,3,16.6.05,A-REI.C,1,1,1,5,5
3,393,3,16.6.06,F-LE.A,1,1,1,5,5
3,393,3,16.6.07,A-CED.A,2,2,1,5,5
3,393,3,16.6.22,F-IF.A,2,2,1,5,5
3,393,3,16.6.09,A-REI.B,4,4,1,5,5
3,393,3,16.6.18,F-IF.C,4,4,1,5,5
3,393,3,16.6.10,A-APR.A,2,2,1,5,5
3,393,3,16.6.11,F-IF.A,2,2,1,5,5
3,393,3,16.6.12,A-APR.B,1,1,1,5,5
3,393,3,16.6.13,F-IF.A,3,3,1,5,5
3,393,3,16.6.14,A-SSE.B,3,3,1,3,3
3,393,3,16.6.16,F-IF.C,3,3,1,5,5
3,393,3,16.6.24,A-CED.A,2,2,1,3,3
3,393,3,16.6.17,F-BF.A,2,2,1,4,4
3,393,3,16.6.21,F-LE.A,3,3,1,5,5
3,321,1,16.1.01,A-SSE.B,2,2,1,5,5
3,321,1,16.1.03,F-IF.A,3,3,1,5,5
3,321,1,16.1.05,A-REI.D,2,2,1,4,4
3,321,1,15.8.11,F-IF.A,4,2,0,4,4
3,321,1,16.1.06,A-CED.A,3,3,1,5,5
3,321,1,16.1.22,F-IF.C,3,3,1,2,2
3,321,1,16.1.07,A-REI.B,4,4,1,5,5
3,321,1,16.1.23,F-LE.A,3,1,0,1,1
3,321,1,16.1.08,A-SSE.A,4,4,1,4,4
3,321,1,16.1.20,F-BF.B,1,1,1,5,5
3,321,1,16.1.09,A-SSE.B,3,1,0,3,3
3,321,1,16.1.19,F-IF.A,4,2,0,3,3
3,321,1,16.1.11,A-CED.A,2,2,1,4,4
3,321,1,16.1.13,F-IF.B,1,4,0,4,4
3,321,1,16.1.14,A-REI.B,2,2,1,5,5
3,321,1,16.1.15,F-IF.B,1,1,1,4,4
3,321,1,16.1.16,F-LE.A,4,4,1,5,5
3,321,1,16.1.17,A-REI.D,1,1,1,5,5
3,321,1,16.1.18,F-IF.A,1,3,0,1,1
3,321,1,16.1.21,A-REI.C,4,4,1,5,5
3,321,2,16.6.01,A-SSE.A,3,3,1,5,5
3,321,2,16.6.23,F-IF.B,2,4,0,4,4
3,321,2,16.6.02,A-SSE.A,4,4,1,5,5
3,321,2,16.6.03,F-IF.B,1,1,1,3,3
3,321,2,16.6.05,A-REI.C,1,1,1,5,5
3,321,2,16.6.06,F-LE.A,1,1,1,4,4
3,321,2,16.6.07,A-CED.A,2,2,1,5,5
3,321,2,16.6.22,F-IF.A,2,2,1,4,4
3,321,2,16.6.09,A-REI.B,4,4,1,5,5
3,321,2,16.6.18,F-IF.C,4,4,1,5,5
3,321,2,16.6.10,A-APR.A,2,2,1,5,5
3,321,2,16.6.11,F-IF.A,2,2,1,5,5
3,321,2,16.6.12,A-APR.B,1,1,1,5,5
3,321,2,16.6.13,F-IF.A,3,3,1,5,5
3,321,2,16.6.14,A-SSE.B,3,3,1,4,4
3,321,2,16.6.16,F-IF.C,3,3,1,4,4
3,321,2,16.6.24,A-CED.A,2,2,1,3,3
3,321,2,16.6.17,F-BF.A,2,2,1,4,4
3,321,2,16.6.21,F-LE.A,3,3,1,4,4
3,321,3,17.6.01,F-IF.B,3,3,1,4,4
3,321,3,17.6.02,A-SSE.A,2,2,1,5,5
3,321,3,17.6.05,F-IF.A,1,1,1,5,5
3,321,3,17.6.03,A-REI.D,4,4,1,5,5
3,321,3,15.8.15,F-IF.B,1,1,1,4,4
3,321,3,17.6.06,A-SSE.A,3,3,1,5,5
3,321,3,17.6.24,F-IF.B,1,1,1,4,4
3,321,3,17.6.08,A-REI.C,1,1,1,5,5
3,321,3,17.6.18,F-IF.A,3,2,0,5,5
3,321,3,17.6.07,A-CED.A,1,1,1,5,5
3,321,3,17.6.09,F-IF.A,3,3,1,4,4
3,321,3,17.6.10,A-APR.B,3,3,1,5,5
3,321,3,17.6.17,F-IF.C,3,3,1,5,5
3,321,3,17.6.11,A-CED.A,1,1,1,5,5
3,321,3,17.6.12,F-LE.A,2,2,1,5,5
3,321,3,17.6.13,A-REI.B,4,4,1,5,5
3,321,3,17.6.16,F-IF.C,4,4,1,4,4
3,321,3,17.6.23,A-CED.A,4,3,0,5,5
3,321,3,17.6.21,F-LE.A,3,3,1,4,4
3,321,3,17.6.22,A-REI.B,2,2,1,4,4
3,354,1,16.1.01,A-SSE.B,2,2,1,4,4
3,354,1,16.1.03,F-IF.A,3,3,1,5,5
3,354,1,16.1.05,A-REI.D,3,2,0,5,5
3,354,1,15.8.11,F-IF.A,2,2,1,4,4
3,354,1,16.1.06,A-CED.A,3,3,1,5,5
3,354,1,16.1.22,F-IF.C,3,3,1,3,3
3,354,1,16.1.07,A-REI.B,4,4,1,5,5
3,354,1,16.1.23,F-LE.A,1,1,1,4,4
3,354,1,16.1.08,A-SSE.A,4,4,1,5,5
3,354,1,16.1.20,F-BF.B,1,1,1,5,5
3,354,1,16.1.09,A-SSE.B,1,1,1,5,5
3,354,1,16.1.19,F-IF.A,2,2,1,4,4
3,354,1,16.1.11,A-CED.A,2,2,1,5,5
3,354,1,16.1.13,F-IF.B,4,4,1,5,5
3,354,1,16.1.14,A-REI.B,2,2,1,5,5
3,354,1,16.1.15,F-IF.B,1,1,1,5,5
3,354,1,16.1.16,F-LE.A,4,4,1,5,5
3,354,1,16.1.17,A-REI.D,1,1,1,5,5
3,354,1,16.1.18,F-IF.A,3,3,1,3,3
3,354,1,16.1.21,A-REI.C,4,4,1,5,5
3,354,2,17.6.01,F-IF.B,3,3,1,5,5
3,354,2,17.6.02,A-SSE.A,2,2,1,3,3
3,354,2,17.6.05,F-IF.A,1,1,1,4,4
3,354,2,17.6.03,A-REI.D,4,4,1,5,5
3,354,2,15.8.15,F-IF.B,1,1,1,5,5
3,354,2,17.6.06,A-SSE.A,3,3,1,5,5
3,354,2,17.6.24,F-IF.B,1,1,1,4,4
3,354,2,17.6.08,A-REI.C,1,1,1,5,5
3,354,2,17.6.18,F-IF.A,2,2,1,4,4
3,354,2,17.6.07,A-CED.A,1,1,1,5,5
3,354,2,17.6.09,F-IF.A,2,3,0,2,2
3,354,2,17.6.10,A-APR.B,3,3,1,4,4
3,354,2,17.6.17,F-IF.C,3,3,1,4,4
3,354,2,17.6.11,A-CED.A,1,1,1,5,5
3,354,2,17.6.12,F-LE.A,2,2,1,4,4
3,354,2,17.6.13,A-REI.B,4,4,1,5,5
3,354,2,17.6.16,F-IF.C,4,4,1,4,4
3,354,2,17.6.23,A-CED.A,3,3,1,4,4
3,354,2,17.6.21,F-LE.A,3,3,1,4,4
3,354,2,17.6.22,A-REI.B,1,2,0,4,4
3,275,1,16.6.01,A-SSE.A,1,3,0,5,5
3,275,1,16.6.23,F-IF.B,4,4,1,4,4
3,275,1,16.6.02,A-SSE.A,4,4,1,5,5
3,275,1,16.6.03,F-IF.B,1,1,1,5,5
3,275,1,16.6.05,A-REI.C,1,1,1,5,5
3,275,1,16.6.06,F-LE.A,1,1,1,5,5
3,275,1,16.6.07,A-CED.A,2,2,1,5,5
3,275,1,16.6.22,F-IF.A,3,2,0,1,1
3,275,1,16.6.09,A-REI.B,4,4,1,5,5
3,275,1,16.6.18,F-IF.C,1,4,0,0,0
3,275,1,16.6.10,A-APR.A,2,2,1,5,5
3,275,1,16.6.11,F-IF.A,2,2,1,4,4
3,275,1,16.6.12,A-APR.B,1,1,1,5,5
3,275,1,16.6.13,F-IF.A,3,3,1,5,5
3,275,1,16.6.14,A-SSE.B,3,3,1,5,5
3,275,1,16.6.16,F-IF.C,1,3,0,3,3
3,275,1,16.6.24,A-CED.A,3,2,0,3,3
3,275,1,16.6.17,F-BF.A,2,2,1,1,1
3,275,1,16.6.21,F-LE.A,1,3,0,3,3
3,275,2,16.1.01,A-SSE.B,2,2,1,3,3
3,275,2,16.1.03,F-IF.A,3,3,1,5,5
3,275,2,16.1.05,A-REI.D,2,2,1,4,4
3,275,2,15.8.11,F-IF.A,2,2,1,5,5
3,275,2,16.1.06,A-CED.A,3,3,1,5,5
3,275,2,16.1.22,F-IF.C,3,3,1,5,5
3,275,2,16.1.07,A-REI.B,4,4,1,5,5
3,275,2,16.1.23,F-LE.A,1,1,1,4,4
3,275,2,16.1.08,A-SSE.A,4,4,1,4,4
3,275,2,16.1.20,F-BF.B,2,1,0,3,3
3,275,2,16.1.09,A-SSE.B,1,1,1,4,4
3,275,2,16.1.19,F-IF.A,4,2,0,3,3
3,275,2,16.1.11,A-CED.A,2,2,1,4,4
3,275,2,16.1.13,F-IF.B,4,4,1,4,4
3,275,2,16.1.14,A-REI.B,2,2,1,4,4
3,275,2,16.1.15,F-IF.B,2,1,0,3,3
3,275,2,16.1.16,F-LE.A,4,4,1,3,3
3,275,2,16.1.17,A-REI.D,1,1,1,5,5
3,275,2,16.1.18,F-IF.A,3,3,1,3,3
3,275,2,16.1.21,A-REI.C,4,4,1,4,4
3,275,3,17.6.01,F-IF.B,3,3,1,4,4
3,275,3,17.6.02,A-SSE.A,2,2,1,4,4
3,275,3,17.6.05,F-IF.A,1,1,1,4,4
3,275,3,17.6.03,A-REI.D,4,4,1,4,4
3,275,3,15.8.15,F-IF.B,1,1,1,3,3
3,275,3,17.6.06,A-SSE.A,3,3,1,5,5
3,275,3,17.6.24,F-IF.B,1,1,1,5,5
3,275,3,17.6.08,A-REI.C,2,1,0,3,3
3,275,3,17.6.18,F-IF.A,2,2,1,4,4
3,275,3,17.6.07,A-CED.A,1,1,1,4,4
3,275,3,17.6.09,F-IF.A,3,3,1,5,5
3,275,3,17.6.10,A-APR.B,3,3,1,4,4
3,275,3,17.6.17,F-IF.C,3,3,1,3,3
3,275,3,17.6.11,A-CED.A,1,1,1,5,5
3,275,3,17.6.12,F-LE.A,2,2,1,4,4
3,275,3,17.6.13,A-REI.B,4,4,1,5,5
3,275,3,17.6.16,F-IF.C,4,4,1,5,5
3,275,3,17.6.23,A-CED.A,3,3,1,5,5
3,275,3,17.6.21,F-LE.A,3,3,1,4,4
3,275,3,17.6.22,A-REI.B,2,2,1,3,3
3,332,1,16.6.01,A-SSE.A,3,3,1,5,5
3,332,1,16.6.23,F-IF.B,4,4,1,4,4
3,332,1,16.6.02,A-SSE.A,4,4,1,5,5
3,332,1,16.6.03,F-IF.B,1,1,1,4,4
3,332,1,16.6.05,A-REI.C,1,1,1,5,5
3,332,1,16.6.06,F-LE.A,1,1,1,5,5
3,332,1,16.6.07,A-CED.A,2,2,1,5,5
3,332,1,16.6.22,F-IF.A,2,2,1,3,3
3,332,1,16.6.09,A-REI.B,4,4,1,5,5
3,332,1,16.6.18,F-IF.C,4,4,1,5,5
3,332,1,16.6.10,A-APR.A,2,2,1,4,4
3,332,1,16.6.11,F-IF.A,2,2,1,4,4
3,332,1,16.6.12,A-APR.B,1,1,1,5,5
3,332,1,16.6.13,F-IF.A,3,3,1,1,1
3,332,1,16.6.14,A-SSE.B,4,3,0,4,4
3,332,1,16.6.16,F-IF.C,3,3,1,5,5
3,332,1,16.6.24,A-CED.A,2,2,1,3,3
3,332,1,16.6.17,F-BF.A,2,2,1,4,4
3,332,1,16.6.21,F-LE.A,3,3,1,4,4
3,332,2,16.1.01,A-SSE.B,2,2,1,4,4
3,332,2,16.1.03,F-IF.A,3,3,1,4,4
3,332,2,16.1.05,A-REI.D,2,2,1,4,4
3,332,2,15.8.11,F-IF.A,2,2,1,4,4
3,332,2,16.1.06,A-CED.A,3,3,1,4,4
3,332,2,16.1.22,F-IF.C,3,3,1,4,4
3,332,2,16.1.07,A-REI.B,4,4,1,3,3
3,332,2,16.1.23,F-LE.A,1,1,1,3,3
3,332,2,16.1.08,A-SSE.A,4,4,1,3,3
3,332,2,16.1.20,F-BF.B,1,1,1,3,3
3,332,2,16.1.09,A-SSE.B,1,1,1,5,5
3,332,2,16.1.19,F-IF.A,2,2,1,2,2
3,332,2,16.1.11,A-CED.A,2,2,1,3,3
3,332,2,16.1.13,F-IF.B,4,4,1,3,3
3,332,2,16.1.14,A-REI.B,2,2,1,3,3
3,332,2,16.1.15,F-IF.B,1,1,1,4,4
3,332,2,16.1.16,F-LE.A,4,4,1,4,4
3,332,2,16.1.17,A-REI.D,1,1,1,4,4
3,332,2,16.1.18,F-IF.A,3,3,1,0,0
3,332,2,16.1.21,A-REI.C,4,4,1,4,4
3,332,3,17.6.01,F-IF.B,3,3,1,3,3
3,332,3,17.6.02,A-SSE.A,2,2,1,5,5
3,332,3,17.6.05,F-IF.A,1,1,1,5,5
3,332,3,17.6.03,A-REI.D,4,4,1,5,5
3,332,3,15.8.15,F-IF.B,1,1,1,4,4
3,332,3,17.6.06,A-SSE.A,3,3,1,4,4
3,332,3,17.6.24,F-IF.B,1,1,1,3,3
3,332,3,17.6.08,A-REI.C,1,1,1,5,5
3,332,3,17.6.18,F-IF.A,2,2,1,5,5
3,332,3,17.6.07,A-CED.A,1,1,1,5,5
3,332,3,17.6.09,F-IF.A,3,3,1,5,5
3,332,3,17.6.10,A-APR.B,3,3,1,5,5
3,332,3,17.6.17,F-IF.C,3,3,1,4,4
3,332,3,17.6.11,A-CED.A,1,1,1,5,5
3,332,3,17.6.12,F-LE.A,2,2,1,5,5
3,332,3,17.6.13,A-REI.B,4,4,1,5,5
3,332,3,17.6.16,F-IF.C,4,4,1,5,5
3,332,3,17.6.23,A-CED.A,3,3,1,5,5
3,332,3,17.6.21,F-LE.A,3,3,1,4,4
3,332,3,17.6.22,A-REI.B,2,2,1,3,3
3,382,1,16.6.01,A-SSE.A,1,3,0,3,3
3,382,1,16.6.23,F-IF.B,3,4,0,3,3
3,382,1,16.6.02,A-SSE.A,4,4,1,4,4
3,382,1,16.6.03,F-IF.B,1,1,1,4,4
3,382,1,16.6.05,A-REI.C,1,1,1,5,5
3,382,1,16.6.06,F-LE.A,1,1,1,4,4
3,382,1,16.6.07,A-CED.A,2,2,1,5,5
3,382,1,16.6.22,F-IF.A,3,2,0,3,3
3,382,1,16.6.09,A-REI.B,4,4,1,5,5
3,382,1,16.6.18,F-IF.C,4,4,1,4,4
3,382,1,16.6.10,A-APR.A,2,2,1,5,5
3,382,1,16.6.11,F-IF.A,3,2,0,0,0
3,382,1,16.6.12,A-APR.B,1,1,1,5,5
3,382,1,16.6.13,F-IF.A,2,3,0,5,5
3,382,1,16.6.14,A-SSE.B,3,3,1,4,4
3,382,1,16.6.16,F-IF.C,3,3,1,5,5
3,382,1,16.6.24,A-CED.A,3,2,0,0,0
3,382,1,16.6.17,F-BF.A,4,2,0,1,1
3,382,1,16.6.21,F-LE.A,3,3,1,0,0
3,382,2,17.6.01,F-IF.B,3,3,1,5,5
3,382,2,17.6.02,A-SSE.A,2,2,1,4,4
3,382,2,17.6.05,F-IF.A,1,1,1,4,4
3,382,2,17.6.03,A-REI.D,4,4,1,5,5
3,382,2,15.8.15,F-IF.B,1,1,1,4,4
3,382,2,17.6.06,A-SSE.A,3,3,1,4,4
3,382,2,17.6.24,F-IF.B,1,1,1,2,2
3,382,2,17.6.08,A-REI.C,1,1,1,2,2
3,382,2,17.6.18,F-IF.A,2,2,1,3,3
3,382,2,17.6.07,A-CED.A,1,1,1,5,5
